relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file
Relevant,Abstract,Abstract,0,10.1006/eesa.1999.1874,Triticum aestivum (Winter Wheat),Propiconazole,Leaf,Present,Unknown,Fungicides were applied as foliar sprays. No direct interaction between fungi and plant described.,Agricultural field,England,Abstract-CSV,DOI_10.1006_eesa.1999.1874
Relevant,Abstract,Abstract,0,10.1006/eesa.1999.1874,Triticum aestivum (Winter Wheat),Triadimenol (Fungicides),Leaf,Present,Unknown,Fungicides were applied as foliar sprays. No direct interaction between fungi and plant described.,Agricultural field,England,Abstract-CSV,DOI_10.1006_eesa.1999.1874
Relevant,Abstract,Abstract,0,10.3390/plants11223182,Solanum lycopersicum (Tomato),Beauveria bassiana,Aerial part,Present,"""Endophytic","Pathogenic (Fusarium oxysporum f. sp. lycopersici)""; Isolated from tomato plants inoculated with B. bassiana and Fusarium oxysporum",,,Abstract-CSV,DOI_10.3390_plants11223182
Relevant,Abstract,Abstract,0,10.3390/microorganisms12061124,Gossypium hirsutum,[Gibberella moniliformis (BP10EF),leaf,Present,Endophytic,"""Isolated from Arecaceae species Butia purpurascens; endemic to the Cerrado biome""",Cerrado,Not Specified,Abstract-CSV,DOI_10.3390_microorganisms12061124
Relevant,Abstract,Abstract,0,10.3390/microorganisms12061124,Gossypium hirsutum,Hamigera insecticola (BP33EF),leaf,Present,Endophytic,"""Isolated from Arecaceae species Butia purpurascens; endemic to the Cerrado biome""",Cerrado,Not Specified,Abstract-CSV,DOI_10.3390_microorganisms12061124
Relevant,Abstract,Abstract,0,10.3390/microorganisms12061124,Gossypium hirsutum,Codinaeopsis sp. (BP328EF),leaf,Present,Endophytic,"""Isolated from Arecaceae species Butia purpurascens; endemic to the Cerrado biome""",Cerrado,Not Specified,Abstract-CSV,DOI_10.3390_microorganisms12061124
Relevant,Abstract,Abstract,0,10.3390/microorganisms12061124,Gossypium hirsutum,Aspergillus sp. (BP340EF)],leaf,Present,Endophytic,"""Isolated from Arecaceae species Butia purpurascens; endemic to the Cerrado biome""",Cerrado,Not Specified,Abstract-CSV,DOI_10.3390_microorganisms12061124
Relevant,Abstract,Abstract,0,10.1038/35051070,Grasses (unspecified species),Endophytic Fungi (unspecified species),Plant host,Present,Endophytic,Plants infected by endophytic fungi are chemically protected against herbivore consumption,Terrestrial,Not Specified,Abstract-CSV,DOI_10.1038_35051070
Relevant,Full-Text,Full-Text,9,10.3389/fmicb.2022.975579,Aster pekinensis Kitag.,Alternaria sp.,Not specified,Present,Endophytic,Isolated from endophytic fungi of Aster pekinensis Kitag. in Ordos.,Desert,China,Full-Text,DOI_10.3389_fmicb.2022.975579
Relevant,Abstract,Abstract,0,10.3390/jof7121026,Unknown,Various Unspecified Fungi,Unspecified,Present,Producer of Secondary Metabolites (Sesquiterpenoids),"""Isolated from various environments including terrestrial; freshwater; and marine habitats. Role in ecological functions such as quorum detection; chemical defense; allelopathy; and maintenance of symbiosis.""; ""Terrestrial; Freshwater","Marine""",Not Specified,Abstract-CSV,DOI_10.3390_jof7121026
Relevant,Abstract,Abstract,0,10.3390/toxins12020126,Opuntia ficus-indica L.,Neofusicoccum batangarum,Not specified,Present,Pathogenic,The causal agent of the scabby canker of cactus pear.,Minor Sicily islands,Not specified,Abstract-CSV,DOI_10.3390_toxins12020126
Relevant,Abstract,Abstract,0,10.1016/j.heliyon.2021.e07926,Zea mays (Corn),[Unspecified for most isolates,"""rhizosphere zone",stem,"leaf""","Present; Biocontrol Agent; ""Isolated from soil collected at rhizosphere and rhizoplane (rhizospheric fungi); and from surface-sterilized leaves and stem tissues (endophytic fungi)""",Tropical,Indonesia,Abstract-CSV,DOI_10.1016_j.heliyon.2021.e07926
Relevant,Abstract,Abstract,0,10.1016/j.heliyon.2021.e07926,Zea mays (Corn),specific for JRP 5 MRS,"""rhizosphere zone",stem,"leaf""","Present; Biocontrol Agent; ""Isolated from soil collected at rhizosphere and rhizoplane (rhizospheric fungi); and from surface-sterilized leaves and stem tissues (endophytic fungi)""",Tropical,Indonesia,Abstract-CSV,DOI_10.1016_j.heliyon.2021.e07926
Relevant,Abstract,Abstract,0,10.1016/j.heliyon.2021.e07926,Zea mays (Corn),JRP 9 MRS,"""rhizosphere zone",stem,"leaf""","Present; Biocontrol Agent; ""Isolated from soil collected at rhizosphere and rhizoplane (rhizospheric fungi); and from surface-sterilized leaves and stem tissues (endophytic fungi)""",Tropical,Indonesia,Abstract-CSV,DOI_10.1016_j.heliyon.2021.e07926
Relevant,Abstract,Abstract,0,10.1016/j.heliyon.2021.e07926,Zea mays (Corn),JRP 10 MRS,"""rhizosphere zone",stem,"leaf""","Present; Biocontrol Agent; ""Isolated from soil collected at rhizosphere and rhizoplane (rhizospheric fungi); and from surface-sterilized leaves and stem tissues (endophytic fungi)""",Tropical,Indonesia,Abstract-CSV,DOI_10.1016_j.heliyon.2021.e07926
Relevant,Abstract,Abstract,0,10.1016/j.heliyon.2021.e07926,Zea mays (Corn),JRP 7 MRS,"""rhizosphere zone",stem,"leaf""","Present; Biocontrol Agent; ""Isolated from soil collected at rhizosphere and rhizoplane (rhizospheric fungi); and from surface-sterilized leaves and stem tissues (endophytic fungi)""",Tropical,Indonesia,Abstract-CSV,DOI_10.1016_j.heliyon.2021.e07926
Relevant,Abstract,Abstract,0,10.1016/j.heliyon.2021.e07926,Zea mays (Corn),and JEDF 1B BN],"""rhizosphere zone",stem,"leaf""","Present; Biocontrol Agent; ""Isolated from soil collected at rhizosphere and rhizoplane (rhizospheric fungi); and from surface-sterilized leaves and stem tissues (endophytic fungi)""",Tropical,Indonesia,Abstract-CSV,DOI_10.1016_j.heliyon.2021.e07926
Relevant,Abstract,Abstract,0,10.1139/b97-025,Calamagrostis canadensis (Michx.) Beauv.,Fusarium sp.,root,Present,Pathogenic,Isolated from straw leachate and shown to inhibit root growth and increase foliar necrosis.,Boreal reforestation areas,,Abstract-CSV,DOI_10.1139_b97-025
Relevant,Abstract,Abstract,0,10.1071/CP17364,Panicum miliaceum L.,Piriformospora indica,root,Present,Endophytic,"""Isolated from roots; promoting plant growth; nutrient uptake; and resistance to stresses under water-stress conditions""",Agricultural field,Iran,Abstract-CSV,DOI_10.1071_CP17364
Relevant,Abstract,Abstract,0,10.3390/antibiotics12010109,Trypanosoma cruzi,Aspergillus fumigatus,(Not specified in text),Present,Unknown (antiparasitic activity suggests potential as biocontrol agent),"""Isolated from soil samples collected from River Oyun in Kwara State; Nigeria""",River ecosystem,Nigeria,Abstract-CSV,DOI_10.3390_antibiotics12010109
Relevant,Abstract,Abstract,0,10.3390/antibiotics12010109,Plasmodium falciparum (not technically plants but parasitic protists),Aspergillus fumigatus,(Not specified in text),Present,Unknown (antiparasitic activity suggests potential as biocontrol agent),"""Isolated from soil samples collected from River Oyun in Kwara State; Nigeria""",River ecosystem,Nigeria,Abstract-CSV,DOI_10.3390_antibiotics12010109
Relevant,Abstract,Abstract,0,10.3390/md10010131,Sargassum thunbergii,Aspergillus versicolor,Not specified,Present,Endophytic,Isolated from the marine brown alga,Marine,(Not provided in text),Abstract-CSV,DOI_10.3390_md10010131
Relevant,Abstract,Abstract,0,10.1038/s41598-018-24313-2,Dysosma versipellis,[Fusarium sp.],Not Specified,Present,Endophytic,"""Isolated from various tissues of D. versipellis; identified by sequence analyses of the ITS region of the rRNA gene.""",Not Specified,China,Abstract-CSV,DOI_10.1038_s41598-018-24313-2
Relevant,Abstract,Abstract,0,10.1021/acs.jnatprod.6b00714,Persicaria amphibia,Montagnulaceae sp DM0194,submerged roots,Present,Endophytic,Isolated from submerged roots,(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1021_acs.jnatprod.6b00714
Relevant,Full-Text,Full-Text,14,10.3389/fmicb.2021.716523,Otoba gracilipes (Family: Myristicaceae),[Xylaria sp.,Not specified,Present,"""Endophytic","Antibacterial potential""; Isolated from the medicinal plant Otoba gracilipes",Tropical Montane Rainforest in Colombia,Colombia,Full-Text,DOI_10.3389_fmicb.2021.716523
Relevant,Full-Text,Full-Text,14,10.3389/fmicb.2021.716523,Otoba gracilipes (Family: Myristicaceae),Diaporthe endophytica],Not specified,Present,"""Endophytic","Antibacterial potential""; Isolated from the medicinal plant Otoba gracilipes",Tropical Montane Rainforest in Colombia,Colombia,Full-Text,DOI_10.3389_fmicb.2021.716523
Not Relevant,Abstract,Abstract,0,10.3390/md22060278,Unknown,Phomopsis asparagi,,Present,Endophytic,Isolated from mangrove plant Rhizophora mangle via chemical epigenetic manipulation of the culture.,Mangrove,Not Specified,Abstract-CSV,DOI_10.3390_md22060278
Relevant,Abstract,Abstract,0,10.1080/14786419.2020.1737058,Neurachne alopecuroidea,Drechslera sp.,roots,Present,Biocontrol Agent,"""Isolated from surface-sterilized roots; demonstrates efficacy against four plant pathogens and degradation of Methyl tertiary-butyl ether (MtBE)""",(Not provided in text),Australia,Abstract-CSV,DOI_10.1080_14786419.2020.1737058
Relevant,Abstract,Abstract,0,10.1080/00015128309435346,Agaricus bisporus,['Mycogone-perniciosa (Magn) Delacr',,Present,Pathogenic,"""Investigations in vitro did not establish development of tolerance to fungicides; particularly benomyl.""",,Denmark,Abstract-CSV,DOI_10.1080_00015128309435346
Relevant,Abstract,Abstract,0,10.1080/00015128309435346,Agaricus bisporus,'Verticillium-fungicola (Preuss) Hassel'],,Present,Pathogenic,"""Investigations in vitro did not establish development of tolerance to fungicides; particularly benomyl.""",,Denmark,Abstract-CSV,DOI_10.1080_00015128309435346
Relevant,Abstract,Abstract,0,10.1016/j.cropro.2007.12.012,Lupinus spp.,Colletotrichum lupini,Pod,Present,Pathogenic,Causing anthracnose infection,Agricultural field,Western Australia,Abstract-CSV,DOI_10.1016_j.cropro.2007.12.012
Relevant,Abstract,Abstract,0,10.1007/BF00379305,Anthoxanthum odoratum,Atkinsonella hypoxylon,Not specified (systemic fungus),Present,Pathogenic (Systemic),Infected genotype of Danthonia spicata showed a large response to heterogeneity at both small and large spatial scales,Not specified,Not specified,Abstract-CSV,DOI_10.1007_BF00379305
Relevant,Abstract,Abstract,0,10.3389/fmicb.2022.1082494,Rubus idaeus (Raspberry),Phialocephala fortinii F5,Roots,Present,Symbiotic,"""Form reciprocal symbiosis; providing plants with mineral nutrients in exchange for photosynthetic products.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.3389_fmicb.2022.1082494
Relevant,Abstract,Abstract,0,10.1139/B04-067,Zea mays (Maize),Fusarium verticillioides (Sacc.) Nirenberg (= Fusarium moniliforme Sheldon),Intercellular niche,Present,"""Endophytic","Pathogenic""; Fusarium verticillioides serves as a symptomless endophyte on maize and produces fusaric acid which appears to have antibiotic properties against the endophytic bacterium Bacillus mojavensis.",(Not specified in text),(Not specified in text),Abstract-CSV,DOI_10.1139_B04-067
Relevant,Abstract,Abstract,0,10.3184/174751914X13975706150476,Huperzia serrata,Ceriporia lacerate,Not specified,Present,Endophytic,Isolated from cultures of Ceriporia lacerate.,,,Abstract-CSV,DOI_10.3184_174751914X13975706150476
Relevant,Abstract,Abstract,0,10.1111/mec.16771,Nothofagus dombeyi,Potential fungal pathogens (Not specified),Sapwood,Present,Pathogenic,"""Carry potential fungal pathogens; whether they exhibit symptoms or not""",Nothofagus forests from Northern Patagonia,Argentina and Chile (Southern South America),Abstract-CSV,DOI_10.1111_mec.16771
Relevant,Abstract,Abstract,0,10.1080/15226514.2018.1556585,Not specified in the text,Not applicable (bacteria endophytes),Not specified in the text,Present,Endophytic,Isolated from plants growing around a sludge dam,Around a sludge dam,Not specified in the text,Abstract-CSV,DOI_10.1080_15226514.2018.1556585
Relevant,Abstract,Abstract,0,10.1111/ejss.13240,Lolium perenne,Epichloe festucae var. lolii (Endophyte),Leaf Litter,Present,Endophytic,"""Incorporated directly into soil; affects soil microbial environment and litter decomposition""",,,Abstract-CSV,DOI_10.1111_ejss.13240
Relevant,Abstract,Abstract,0,10.1046/j.1469-8137.2001.00052.x,Pinus resinosa,Sphaeropsis sapinea,Collar,Present,Pathogenic,Initiation of collar rot by Sphaeropsis sapinea in asymptomatically colonized seedlings; latent pathogen; physiological alteration through water stress effects release from the quiescent condition to result in rapid disease development.,,,Abstract-CSV,DOI_10.1046_j.1469-8137.2001.00052.x
Relevant,Abstract,Abstract,0,10.3390/microorganisms8060955,Lolium spp.,Epichloe spp.,In vitro and in planta,Present,Endophytic,"""Isolated from Lolium-associated endophytes; antifungal activity against Ceratobasidium sp.; Dreschlera sp.; and Fusarium sp.""",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.3390_microorganisms8060955
Relevant,Abstract,Abstract,0,10.1007/s00374-014-0937-4,Glycine max (Soybean),Galactomyces geotrichum WLL1,Root,Present,Endophytic,Isolated from Trapa japonica inhabiting a Korean river whose rainfall catchment area included an abandoned zinc mine.,Riverine,Korea,Abstract-CSV,DOI_10.1007_s00374-014-0937-4
Relevant,Full-Text,Full-Text,12,10.14214/sf.40,Populus × euramericana,Multiple (not specified),leaves and twigs,Present,Endophytic,Isolated from surface-sterilized samples,Temperate deciduous forest,Spain,Full-Text,DOI_10.14214_sf.40
Relevant,Full-Text,Full-Text,7,10.2307/4003936,Sporobolus wrightii Munro,Neotyphodium starrii (Morgan-Jones and Gams),seed,Present,Endophytic,Seeds are infected with the endophyte Neotyphodium starrii,Semi-arid,USA (Arizona),Full-Text,DOI_10.2307_4003936
Relevant,Abstract,Abstract,0,10.2307/2445162,Agrostis alba,Acremonium starrii,Not specified,Present,Endophytic,Identified as endophyte in Agrostis alba,Not specified,Not specified,Abstract-CSV,DOI_10.2307_2445162
Relevant,Abstract,Abstract,0,10.1016/j.funeco.2015.01.004,Lolium perenne,Drechslera siccans,Not specified,Present,"""Pathogenic (Drechslera siccans and Fusarium sp.)","Endophytic""; Infected populations of perennial ryegrass were tested for resistance against artificial infection",Not specified,Not specified,Abstract-CSV,DOI_10.1016_j.funeco.2015.01.004
Relevant,Abstract,Abstract,0,10.1016/j.funeco.2015.01.004,Lolium perenne,Fusarium sp.,Not specified,Present,"""Pathogenic (Drechslera siccans and Fusarium sp.)","Endophytic""; Infected populations of perennial ryegrass were tested for resistance against artificial infection",Not specified,Not specified,Abstract-CSV,DOI_10.1016_j.funeco.2015.01.004
Relevant,Abstract,Abstract,0,10.1614/WT-D-15-00122.1,Festuca arundinacea (Tall Fescue),Endophyte fungus (species not specified),"""Seedhead","stem""",Present,"Endophytic; ""Infects tall fescue in the United States; imparts drought tolerance; insect feeding deterrence; and enhanced mineral uptake but produces ergot alkaloids harmful to livestock.""",Not-Provided,United States,Abstract-CSV,DOI_10.1614_WT-D-15-00122.1
Relevant,Abstract,Abstract,0,10.1111/j.1439-0329.2010.00691.x,Pinus patula,Diplodia pinea,seeds,Present,Endophytic,"Isolated from surface-disinfected seeds. Rare in healthy seedlings collected from greenhouses and nurseries.; ""Pine plantations","understory of mature P. patula trees""",South Africa,Abstract-CSV,DOI_10.1111_j.1439-0329.2010.00691.x
Relevant,Abstract,Abstract,0,10.1111/j.1439-0329.2010.00691.x,Pinus radiata,Diplodia pinea,seeds,Present,Endophytic,"Isolated from surface-disinfected seeds. Rare in healthy seedlings collected from greenhouses and nurseries.; ""Pine plantations","understory of mature P. patula trees""",South Africa,Abstract-CSV,DOI_10.1111_j.1439-0329.2010.00691.x
Relevant,Abstract,Abstract,0,10.1111/j.1469-8137.1978.tb01603.x,Prostanthera sieberi,Glomus macrocarpus var. macrocarpus,Not specified,Present,Endophytic,Isolated from plants growing on coal spoil areas,Coal mining area,Australia,Abstract-CSV,DOI_10.1111_j.1469-8137.1978.tb01603.x
Relevant,Abstract,Abstract,0,10.1021/acs.jnatprod.8b00024,Not specified (Marine alga is not a plant,Aspergillus alliaceus/Petromyces alliaceus,(Not specified in text),Present,"""Producer of secondary metabolites","likely endophytic or saprotrophic""; Isolated from marine alga-derived fungal strain",Marine,(Not specified in text),Abstract-CSV,DOI_10.1021_acs.jnatprod.8b00024
Relevant,Abstract,Abstract,0,10.1021/acs.jnatprod.8b00024,but the fungus is derived from it),Aspergillus alliaceus/Petromyces alliaceus,(Not specified in text),Present,"""Producer of secondary metabolites","likely endophytic or saprotrophic""; Isolated from marine alga-derived fungal strain",Marine,(Not specified in text),Abstract-CSV,DOI_10.1021_acs.jnatprod.8b00024
Relevant,Abstract,Abstract,0,10.1093/aob/mcaa021,Poa autumnalis,['Epichloe sp. PauTG-1',not specified,Present,Endophytic,"""Symbionts increase tolerance to herbivory and boost fitness; folivory increases vertical transmission and hyphal density within seedlings.""",Not specified,Not specified,Abstract-CSV,DOI_10.1093_aob_mcaa021
Relevant,Abstract,Abstract,0,10.1093/aob/mcaa021,Poa autumnalis,'E. typhina subsp. poae'],not specified,Present,Endophytic,"""Symbionts increase tolerance to herbivory and boost fitness; folivory increases vertical transmission and hyphal density within seedlings.""",Not specified,Not specified,Abstract-CSV,DOI_10.1093_aob_mcaa021
Relevant,Abstract,Abstract,0,10.2135/cropsci2004.1689,Lolium perenne L. (Perennial Ryegrass),Neotyphodium spp.,Not specified,Present,Endophytic,"""Symbiotic effects on plant growth; seed production; and seed quality parameters. Impact varies among different genotypes depending on environmental conditions.""",Grassland,Germany (Halle),Abstract-CSV,DOI_10.2135_cropsci2004.1689
Relevant,Abstract,Abstract,0,10.1111/tpj.16605,Physcomitrium patens,Linnemannia elongata,Not specified in the text,Present,"""Endophytic","Mycorrhizal (free-living)""; ""Coculture interactions investigated through high-throughput phenomics; microscopy; RNA-sequencing; differential expression profiling; gene ontology enrichment; and comparisons among 99 other P. patens transcriptomic studies.""",Not specified in the text,Global,Abstract-CSV,DOI_10.1111_tpj.16605
Relevant,Abstract,Abstract,0,10.1111/tpj.16605,Physcomitrium patens,Benniella erionia,Not specified in the text,Present,"""Endophytic","Mycorrhizal (free-living)""; ""Coculture interactions investigated through high-throughput phenomics; microscopy; RNA-sequencing; differential expression profiling; gene ontology enrichment; and comparisons among 99 other P. patens transcriptomic studies.""",Not specified in the text,Global,Abstract-CSV,DOI_10.1111_tpj.16605
Relevant,Abstract,Abstract,0,10.1094/PBIOMES-07-20-0049-R,Citrus (Citrus spp.),['Exophiala pisciphila',root,Present,"""Endophytic","Arbuscular Mycorrhizal""; Reduced relative abundance in roots of foot-rot-affected citrus trees",Not specified,Not specified,Abstract-CSV,DOI_10.1094_PBIOMES-07-20-0049-R
Relevant,Abstract,Abstract,0,10.1094/PBIOMES-07-20-0049-R,Citrus (Citrus spp.),'Glomeraceae spp.'],root,Present,"""Endophytic","Arbuscular Mycorrhizal""; Reduced relative abundance in roots of foot-rot-affected citrus trees",Not specified,Not specified,Abstract-CSV,DOI_10.1094_PBIOMES-07-20-0049-R
Relevant,Full-Text,Full-Text,16,10.1007/s11557-023-01878-5,Cinnamomum cassia,Penicillium citrinum,Not specified,Present,Biocontrol Agent,"""Isolated from healthy cinnamon trees in diseased plantations; antagonistic to Phytophthora species causing root rot.""",Not specified,Vietnam,Full-Text,DOI_10.1007_s11557-023-01878-5
Relevant,Full-Text,Full-Text,16,10.1007/s11557-023-01878-5,Cinnamomum cassia,Xylaria curta,Not specified,Present,Biocontrol Agent,"""Isolated from healthy cinnamon trees in diseased plantations; antagonistic to Phytophthora species causing root rot.""",Not specified,Vietnam,Full-Text,DOI_10.1007_s11557-023-01878-5
Relevant,Full-Text,Full-Text,16,10.1007/s11557-023-01878-5,Cinnamomum cassia,Clonostachys rosea,Not specified,Present,Biocontrol Agent,"""Isolated from healthy cinnamon trees in diseased plantations; antagonistic to Phytophthora species causing root rot.""",Not specified,Vietnam,Full-Text,DOI_10.1007_s11557-023-01878-5
Relevant,Abstract,Abstract,0,10.1111/1365-2435.14453,Festuca arundinacea (Tall Fescue),Epichloe sp.,leaf,Present,Endophytic,"""Grown hydroponically; herbivore feeding trials were conducted""",Not specified,Not specified,Abstract-CSV,DOI_10.1111_1365-2435.14453
Relevant,Abstract,Abstract,0,10.1094/PHYTO-12-20-0548-R,Malus domestica (Apple),Chondrostereum purpureum,"""Leaves","Wood""",Present,Pathogenic; Causes Silverleaf disease; Compared with healthy and reverted plants,Not Provided (Assumed: Orchard),Not Provided,Abstract-CSV,DOI_10.1094_PHYTO-12-20-0548-R
Relevant,Abstract,Abstract,0,10.1016/S1875-5364(12)60017-X,Rhizophora mucronata,Hypocrea lixii VB1,Leaves,Present,Endophytic,Isolated from mangrove leaves,Mangrove,Not Specified,Abstract-CSV,DOI_10.1016_S1875-5364(12)60017-X
Relevant,Abstract,Abstract,0,10.1016/S1875-5364(12)60017-X,Avicenna officialis,Hypocrea lixii VB1,Leaves,Present,Endophytic,Isolated from mangrove leaves,Mangrove,Not Specified,Abstract-CSV,DOI_10.1016_S1875-5364(12)60017-X
Relevant,Abstract,Abstract,0,10.1016/S1875-5364(12)60017-X,Avicenna marina,Hypocrea lixii VB1,Leaves,Present,Endophytic,Isolated from mangrove leaves,Mangrove,Not Specified,Abstract-CSV,DOI_10.1016_S1875-5364(12)60017-X
Relevant,Abstract,Abstract,0,10.2134/agronj1997.00021962008900050019x,Festuca pratensis Huds. (Meadow Fescue),Neotyphodium uncinatum (Gams,"""root","shoot""",Present,Endophytic; Infection may increase competitive ability and drought resistance of meadow fescue.,Not Specified,Not Specified,Abstract-CSV,DOI_10.2134_agronj1997.00021962008900050019x
Relevant,Abstract,Abstract,0,10.2134/agronj1997.00021962008900050019x,Festuca pratensis Huds. (Meadow Fescue),Petrini & Schmidt) Glenn,"""root","shoot""",Present,Endophytic; Infection may increase competitive ability and drought resistance of meadow fescue.,Not Specified,Not Specified,Abstract-CSV,DOI_10.2134_agronj1997.00021962008900050019x
Relevant,Abstract,Abstract,0,10.2134/agronj1997.00021962008900050019x,Festuca pratensis Huds. (Meadow Fescue),Bacon,"""root","shoot""",Present,Endophytic; Infection may increase competitive ability and drought resistance of meadow fescue.,Not Specified,Not Specified,Abstract-CSV,DOI_10.2134_agronj1997.00021962008900050019x
Relevant,Abstract,Abstract,0,10.2134/agronj1997.00021962008900050019x,Festuca pratensis Huds. (Meadow Fescue),Price & Hanlin,"""root","shoot""",Present,Endophytic; Infection may increase competitive ability and drought resistance of meadow fescue.,Not Specified,Not Specified,Abstract-CSV,DOI_10.2134_agronj1997.00021962008900050019x
Relevant,Abstract,Abstract,0,10.3835/plantgenome2018.09.0071,Lolium arundinaceum (Schreb.) Darbysh.,Epichloe coenophiala (Morgan-Jones & W. Gams) C.W. Bacon & Schardl,pseudostems (leaf sheath whorls),Present,Endophytic,Isolated from a plant genotype with common toxic endophyte strain.,,,Abstract-CSV,DOI_10.3835_plantgenome2018.09.0071
Relevant,Abstract,Abstract,0,10.1093/aobpla/plv005,Poa leptocoma,Epichloe (Genus),root,Present,Mutualistic,"""Endophyte symbiotic; grows closer to water sources and in wetter soils; higher root colonization by mycorrhizal fungi; constrains germination and early survival of host plants to microsites occupied by P. leptocoma""",Subalpine meadows,USA,Abstract-CSV,DOI_10.1093_aobpla_plv005
Relevant,Abstract,Abstract,0,10.3390/agronomy14081801,Astragalus mongholicus,[Paraphoma chlamydocopiosa,root,Present,Endophytic,"""Inoculated and isolated from root systems; Improved plant growth; biomass; and active ingredients accumulation under cadmium stress""",Not specified in text,Not specified in text,Abstract-CSV,DOI_10.3390_agronomy14081801
Relevant,Abstract,Abstract,0,10.3390/agronomy14081801,Astragalus mongholicus,Paraboeremia selaginellae,root,Present,Endophytic,"""Inoculated and isolated from root systems; Improved plant growth; biomass; and active ingredients accumulation under cadmium stress""",Not specified in text,Not specified in text,Abstract-CSV,DOI_10.3390_agronomy14081801
Relevant,Abstract,Abstract,0,10.3390/agronomy14081801,Astragalus mongholicus,Paraphoma radicina],root,Present,Endophytic,"""Inoculated and isolated from root systems; Improved plant growth; biomass; and active ingredients accumulation under cadmium stress""",Not specified in text,Not specified in text,Abstract-CSV,DOI_10.3390_agronomy14081801
Relevant,Abstract,Abstract,0,10.14719/pst.5261,Vigna mungo (L.) Hepper,Rhizobium,"""Seed coat","soil""",Present,Symbiotic (Nitrogen fixation); Symbiotic association facilitating nitrogen fixation in legumes,Agricultural field,India,Abstract-CSV,DOI_10.14719_pst.5261
Relevant,Abstract,Abstract,0,10.1016/j.micres.2006.12.003,Oryza sativa L.,Streptomyces sp.,root,Present,Endophytic,"""Isolated from surface-sterilized roots in Bhadra River Project Area; Southern India during December 2005 (Winter)""",River Project Area,India,Abstract-CSV,DOI_10.1016_j.micres.2006.12.003
Relevant,Abstract,Abstract,0,10.2135/cropsci1994.0011183X003400010046x,Festuca arundinacea Schreb.,Acremonium sp.,"""seed",leaf sheaths,"seedlings""",Present; Endophytic; Infection rate and viability of endophyte Acremonium spp. in USDA plant introductions of Festuca spp.,Not specified,USA,Abstract-CSV,DOI_10.2135_cropsci1994.0011183X003400010046x
Relevant,Abstract,Abstract,0,10.1016/j.funeco.2011.09.006,36 native (or naturalized) grasses in the California Floristic Province,Neotyphodium/Epichloe; Clavicipitaceae,Not specified,Present,Endophytic,"""Symbiosis was generally low; and the text suggests selection in Mediterranean climates may not favor endophyte symbioses.""",California Floristic Province (Mediterranean-influenced climate),United States,Abstract-CSV,DOI_10.1016_j.funeco.2011.09.006
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),[{'scientific_name': 'Rhizoctonia solani',Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),'role': 'Pathogen'},Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),{'scientific_name': 'Alternaria longipes',Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),'role': 'Endophyte'},Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),{'scientific_name': 'Epicoccum nigrum',Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
Relevant,Abstract,Abstract,0,10.1111/j.1574-6968.2010.02084.x,Solanum tuberosum (Potato),'role': 'Biocontrol Agent (Endophyte)'},Not Specified,Present,"""Mixed (Endophytic","Pathogenic; and Biocontrol Agent)""; ""Isolated from potato plants. Interactions include antagonism; mycoparasitism; competition for nutrients and space.""",Soil,Not Specified,Abstract-CSV,DOI_10.1111_j.1574-6968.2010.02084.x
