"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.2307/3807523","festuca arundinacea (tall fescue)","acremonium coenophialum",NA,"present","endophytic","isolated from tall fescue in a semi-defined liquid medium.","not specified","not specified","abstract-csv","doi_10.2307_3807523","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.fgb.2005.01.013","festucae spp.","epichloe festucae","mycelium","present","endophytic","endophyte of grasses","grassland",NA,"abstract-csv","doi_10.1016_j.fgb.2005.01.013","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-014-2340-1","lolium arundinaceum (tall fescue)","epichloa coenophialum","shoot","present","endophytic","""endophyte-tall fescue symbiosis alters rhizosphere chemical; biological; and hydraulic properties.""","arid lands","not specified","abstract-csv","doi_10.1007_s11104-014-2340-1","Abstract"
"Relevant","abstract","abstract",0,"10.1016/s0953-7562(09)81200-8","fagus-sylvatica","discula umbrinella (teleomorph","leaves","present","endophytic","""isolated from surface-sterilized leaves; initially penetrates subcuticularly and epidermal cell wall; later colonizing intercellular spaces of mesophyll""",NA,NA,"abstract-csv","doi_10.1016_s0953-7562(09)81200-8","Abstract"
"Relevant","abstract","abstract",0,"10.1016/s0953-7562(09)81200-8","fagus-sylvatica","apiognomonia errabunda)","leaves","present","endophytic","""isolated from surface-sterilized leaves; initially penetrates subcuticularly and epidermal cell wall; later colonizing intercellular spaces of mesophyll""",NA,NA,"abstract-csv","doi_10.1016_s0953-7562(09)81200-8","Abstract"
"Relevant","abstract","abstract",0,"10.1111/ppa.14076","solanum lycopersicum (tomato)","fusarium oxysporum f. sp. lycopersici","xylem vasculature","present","""pathogenic (fol)","endophytic""; pr-5 proteins are involved in restricting fol proliferation","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1111_ppa.14076","Abstract"
"Relevant","abstract","abstract",0,"10.3390/life11040323","musa (banana)","stachybotrys musae","leaf","present","saprotrophic","isolated from leaves during the dry season of 2018 and 2019 in china and thailand.;","""yunnan","china""","abstract-csv","doi_10.3390_life11040323","Abstract"
"Relevant","abstract","abstract",0,"10.30848/pjb2021-4(23)","butia archeri","stagonosporopsis cucurbitacearum","root (radicular)","present","""endophytic","pathogenic""; isolated from radicular microbiota of the palm","cerrado savanna","not specified","abstract-csv","doi_10.30848_pjb2021-4(23)","Abstract"
"Relevant","abstract","abstract",0,"10.30848/pjb2021-4(23)","butia archeri","bionectria ochroleuca","root (radicular)","present","""endophytic","pathogenic""; isolated from radicular microbiota of the palm","cerrado savanna","not specified","abstract-csv","doi_10.30848_pjb2021-4(23)","Abstract"
"Relevant","abstract","abstract",0,"10.30848/pjb2021-4(23)","butia archeri","aspergillus niger","root (radicular)","present","""endophytic","pathogenic""; isolated from radicular microbiota of the palm","cerrado savanna","not specified","abstract-csv","doi_10.30848_pjb2021-4(23)","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d15040571","arundo donax","fusarium",NA,"present","endophytic","isolated from lasioptera donacis and arundo donax; apiospora arundinis isolated opportunistically from ovipositors and ovarioles of l. donacis.; not specified; ""['eurasia'","'texas","usa']""","abstract-csv","doi_10.3390_d15040571","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d15040571","arundo donax",NA,NA,"present","endophytic","isolated from lasioptera donacis and arundo donax; apiospora arundinis isolated opportunistically from ovipositors and ovarioles of l. donacis.; not specified; ""['eurasia'","'texas","usa']""","abstract-csv","doi_10.3390_d15040571","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d15040571","arundo donax","sarocladium",NA,"present","endophytic","isolated from lasioptera donacis and arundo donax; apiospora arundinis isolated opportunistically from ovipositors and ovarioles of l. donacis.; not specified; ""['eurasia'","'texas","usa']""","abstract-csv","doi_10.3390_d15040571","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d15040571","arundo donax",NA,NA,"present","endophytic","isolated from lasioptera donacis and arundo donax; apiospora arundinis isolated opportunistically from ovipositors and ovarioles of l. donacis.; not specified; ""['eurasia'","'texas","usa']""","abstract-csv","doi_10.3390_d15040571","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d15040571","arundo donax","apiospora arundinis",NA,"present","endophytic","isolated from lasioptera donacis and arundo donax; apiospora arundinis isolated opportunistically from ovipositors and ovarioles of l. donacis.; not specified; ""['eurasia'","'texas","usa']""","abstract-csv","doi_10.3390_d15040571","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d15040571","arundo donax",NA,NA,"present","endophytic","isolated from lasioptera donacis and arundo donax; apiospora arundinis isolated opportunistically from ovipositors and ovarioles of l. donacis.; not specified; ""['eurasia'","'texas","usa']""","abstract-csv","doi_10.3390_d15040571","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s005720100115","spilanthes calva","piriformospora indica","root","present","""endophytic","mutualistic""; inoculation in nurseries and field trial resulted in increased growth and yield.",NA,NA,"abstract-csv","doi_10.1007_s005720100115","Abstract"
"Relevant","abstract","abstract",0,"10.1093/oxfordjournals.molbev.a025746","grass species (tribe not specified)","epichloe spp","tillers","present","mutualistic and antagonistic","symbiotic relationships varying from antagonistic (highly pathogenic) to mutualistic.","grassland","not specified","abstract-csv","doi_10.1093_oxfordjournals.molbev.a025746","Abstract"
"Relevant","abstract","abstract",0,"10.1081/pln-120005397","triticum aestivum l.","glomus etunicatum","root","present","mycorrhizal","""inoculated into the soil; forms symbiotic relationship with wheat roots""","acidic natural soil","(not provided in text)","abstract-csv","doi_10.1081_pln-120005397","Abstract"
"Relevant","abstract","abstract",0,"10.3390/f12121750","fraxinus excelsior","thielavia basicola","not specified","present","biocontrol agent","isolated as an endophyte and showed antagonism towards hymenoscyphus fraxineus in dual cultures","european ash stands","not specified","abstract-csv","doi_10.3390_f12121750","Abstract"
"Relevant","abstract","abstract",0,"10.1139/b81-006","ceanothus velutinus dougl.","vesicular-arbuscular mycorrhizal fungi","root","present","mutualistic","""dually colonized roots; both inter- and intra-cellular presence within root tissue; found within nodules.""","(not provided)","(not provided)","abstract-csv","doi_10.1139_b81-006","Abstract"
"Relevant","full-text","full-text",15,"10.1186/s40793-024-00617-x","wheat (triticum spp.)","glomeromycotina","root","present","mycorrhizal (arbuscular)","co-occurrence of glomeromycotina and mucoromycotina arbuscular mycorrhizal fungi under field conditions. study investigates the influence of nitrogen application and wheat variety on assembly of am communities.","agricultural","not specified","full-text","doi_10.1186_s40793-024-00617-x","Full-Text"
"Relevant","full-text","full-text",15,"10.1186/s40793-024-00617-x","wheat (triticum spp.)","mucoromycotina","root","present","mycorrhizal (arbuscular)","co-occurrence of glomeromycotina and mucoromycotina arbuscular mycorrhizal fungi under field conditions. study investigates the influence of nitrogen application and wheat variety on assembly of am communities.","agricultural","not specified","full-text","doi_10.1186_s40793-024-00617-x","Full-Text"
"Relevant","abstract","abstract",0,"10.1127/nova_hedwigia/2014/0234","cymbidium goeringii","tulasnella","root","present","endophytic","isolated from roots of cymbidium goeringii; terrestrial","""hubei province","china""","abstract-csv","doi_10.1127_nova_hedwigia_2014_0234","Abstract"
"Relevant","abstract","abstract",0,"10.3897/bdj.8.e58755","schizostachyum brachycladum","arthrinium bambusicola","not specified in the text","present","endophytic and saprotrophic (mentioned as endophytes and important plant pathogens)","isolated from schizostachyum brachycladum in northern thailand","tropical","thailand","abstract-csv","doi_10.3897_bdj.8.e58755","Abstract"
"Relevant","abstract","abstract",0,"10.1021/np070466w","usnea cavernosa","corynespora sp.","endolichenic (lichen tissue)","present","endophytic","isolated from the endolichenic fungal strain corynespora sp.","cavern habitat",NA,"abstract-csv","doi_10.1021_np070466w","Abstract"
"Relevant","abstract","abstract",0,"10.1016/0038-0717(94)90219-4","zea mays (maize)","trichoderma koningii","not specified","present","saprotrophic","""inhibits germination of g. mosseae spores; does not affect mycelial development.""",NA,NA,"abstract-csv","doi_10.1016_0038-0717(94)90219-4","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10886-017-0820-5","astragalus lentiginosus","endophyte (implicit","not specified","present","endophytic","""implicit; assumed endophytic association in locoweed plants""","not specified","not specified","abstract-csv","doi_10.1007_s10886-017-0820-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10886-017-0820-5","astragalus lentiginosus","not specified)","not specified","present","endophytic","""implicit; assumed endophytic association in locoweed plants""","not specified","not specified","abstract-csv","doi_10.1007_s10886-017-0820-5","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pbiomes-06-24-0066-r","vitis vinifera (grapevine)","rhizophagus irregularis","""['roots'","'young grapevine leaves']""","present","mycorrhizal; amf inoculation affects virus concentration and distribution","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1094_pbiomes-06-24-0066-r","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pbiomes-06-24-0066-r","vitis vinifera (grapevine)","funneliformis mosseae","""['roots'","'young grapevine leaves']""","present","mycorrhizal; amf inoculation affects virus concentration and distribution","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1094_pbiomes-06-24-0066-r","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pbiomes-06-24-0066-r","vitis vinifera (grapevine)","funneliformis caledonium","""['roots'","'young grapevine leaves']""","present","mycorrhizal; amf inoculation affects virus concentration and distribution","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1094_pbiomes-06-24-0066-r","Abstract"
"Relevant","abstract","abstract",0,"10.1080/03235408.2021.2024028","vegetable crops (species not specified)","arthrobotrys musiformis","soil","present","biocontrol agent","""isolated from soil samples taken from inside and outside greenhouses in algeria; efficient in suppressing m. incognita and m. javanica by 70% and 50% respectively.""","sahel and coastal areas of algeria","algeria","abstract-csv","doi_10.1080_03235408.2021.2024028","Abstract"
"Relevant","abstract","abstract",0,"10.3852/14-239","ipomoea asarifolia","periglandula ipomoeae","""adaxial surface of young leaves","seeds""","present","symbiotic; ""forms symbiotic associations with the plant; produces bioactive ergot alkaloids in seeds and ephemeral mycelia on leaves.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.3852_14-239","Abstract"
"Relevant","abstract","abstract",0,"10.3389/fpls.2017.02236","digitaria sanguinalis l.","serendipita vermifera","root","present","mycorrhizal","""co-mingled root systems; significant enhancement of growth in signalgrass; mild increase in crabgrass""","not specified","southern oklahoma","abstract-csv","doi_10.3389_fpls.2017.02236","Abstract"
"Relevant","abstract","abstract",0,"10.3389/fpls.2017.02236","panicum virgatum l.","serendipita vermifera","root","present","mycorrhizal","""co-mingled root systems; significant enhancement of growth in signalgrass; mild increase in crabgrass""","not specified","southern oklahoma","abstract-csv","doi_10.3389_fpls.2017.02236","Abstract"
"Relevant","abstract","abstract",0,"10.3389/fpls.2017.02236","brachiaria platyphylla l.","serendipita vermifera","root","present","mycorrhizal","""co-mingled root systems; significant enhancement of growth in signalgrass; mild increase in crabgrass""","not specified","southern oklahoma","abstract-csv","doi_10.3389_fpls.2017.02236","Abstract"
"Relevant","abstract","abstract",0,"10.1094/mpmi-09-13-0281-r","zea mays (maize)","fusarium verticillioides","planta","present","pathogenic","""growth on live maize plants; contamination of kernels and kernel-based food and feed.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1094_mpmi-09-13-0281-r","Abstract"
"Relevant","abstract","abstract",0,"10.7717/peerj.12555","dendrobium officinale","hyphomycete sp.","root","present","mycorrhizal","""isolated from cymbidium; shown to promote growth; increase drought tolerance; and resist root rot pathogens.""","not specified","not specified","abstract-csv","doi_10.7717_peerj.12555","Abstract"
"Relevant","abstract","abstract",0,"10.7717/peerj.12555","dendrobium officinale","umbelopsis sp.","root","present","mycorrhizal","""isolated from cymbidium; shown to promote growth; increase drought tolerance; and resist root rot pathogens.""","not specified","not specified","abstract-csv","doi_10.7717_peerj.12555","Abstract"
"Relevant","abstract","abstract",0,"10.7717/peerj.12555","dendrobium officinale","ceratorhiza sp.","root","present","mycorrhizal","""isolated from cymbidium; shown to promote growth; increase drought tolerance; and resist root rot pathogens.""","not specified","not specified","abstract-csv","doi_10.7717_peerj.12555","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00203-024-04018-z","camellia sinensis [l.] o. kuntze","lasiodiplodia theobromae","leaf","present","pathogenic","causative agent of leaf necrosis in tea plants from assam.","not specified","india","abstract-csv","doi_10.1007_s00203-024-04018-z","Abstract"
"Relevant","full-text","full-text",19,"10.1186/s12864-024-10824-y","myzus persicae (aphid)","metarhizium brunneum","""cuticle","hemocoel""","present","pathogenic; fungus switches between saprophytic and parasitic lifestyles","not specified","not specified","full-text","doi_10.1186_s12864-024-10824-y","Full-Text"
"Relevant","full-text","full-text",32,"10.1371/journal.pone.0311986","not specified","pathogenic fungi","soil","present","pathogenic","isolated from soil in the context of agricultural practices study","tropical island forest","new caledonia","full-text","doi_10.1371_journal.pone.0311986","Full-Text"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1990.tb00449.x","calluna vulgaris (l.) hull","hymenoscyphus ericae","root","present","endophytic","""isolated from roots; growth and proteinase production affected by ph of the culture medium""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1111_j.1469-8137.1990.tb00449.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1990.tb00449.x","calluna vulgaris (l.) hull","korf and kernan","root","present","endophytic","""isolated from roots; growth and proteinase production affected by ph of the culture medium""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1111_j.1469-8137.1990.tb00449.x","Abstract"
"Relevant","full-text","full-text",5,"10.1007/s11418-006-0038-2","camellia sinensis","fusarium sp.","young stems","present","endophytic","""isolated from young stems of camellia sinensis collected in west java; indonesia.""","tropical forest","indonesia","full-text","doi_10.1007_s11418-006-0038-2","Full-Text"
"Relevant","full-text","full-text",5,"10.1007/s11418-006-0038-2","camellia sinensis","penicillium sp.","young stems","present","endophytic","""isolated from young stems of camellia sinensis collected in west java; indonesia.""","tropical forest","indonesia","full-text","doi_10.1007_s11418-006-0038-2","Full-Text"
"Relevant","full-text","full-text",5,"10.1007/s11418-006-0038-2","camellia sinensis","schizophyllum sp.","young stems","present","endophytic","""isolated from young stems of camellia sinensis collected in west java; indonesia.""","tropical forest","indonesia","full-text","doi_10.1007_s11418-006-0038-2","Full-Text"
"Relevant","full-text","full-text",5,"10.1007/s11418-006-0038-2","camellia sinensis","diaporthe sp.","young stems","present","endophytic","""isolated from young stems of camellia sinensis collected in west java; indonesia.""","tropical forest","indonesia","full-text","doi_10.1007_s11418-006-0038-2","Full-Text"
"Relevant","abstract","abstract",0,"10.1007/s00572-016-0717-0","vaccinium (ericaceae)","serendipitoid","root","present","""endophytic","potential for ericoid mycorrhizal""; isolated from ericaceae roots and formed typical ericoid mycorrhiza morphologically identical to naturally colonized ericaceae roots.",NA,NA,"abstract-csv","doi_10.1007_s00572-016-0717-0","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf02370649","solanum opacum","vesicular-arbuscular mycorrhizal fungi","root","present","mycorrhizal","interaction is mutualistic but mn inhibits mycorrhizal development and growth of hyphae from dried root pieces.","sandy soil from south australia","australia","abstract-csv","doi_10.1007_bf02370649","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.jip.2015.07.009","not specified","heterorhabditis spp.","soil","present","entomopathogenic","potent microbial control agents (mcas) for arthropod pests","not specified","not specified","abstract-csv","doi_10.1016_j.jip.2015.07.009","Abstract"
"Relevant","abstract","abstract",0,"10.1111/nph.15904","hordeum vulgare (barley)","serendipita vermifera","root","present","""endophytic","pathogenic""; serendipita vermifera acts as an extended plant protection barrier in the rhizosphere against bipolaris sorokiniana.","soil-based",NA,"abstract-csv","doi_10.1111_nph.15904","Abstract"
"Relevant","abstract","abstract",0,"10.1111/nph.15904","hordeum vulgare (barley)","bipolaris sorokiniana","root","present","""endophytic","pathogenic""; serendipita vermifera acts as an extended plant protection barrier in the rhizosphere against bipolaris sorokiniana.","soil-based",NA,"abstract-csv","doi_10.1111_nph.15904","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.funbio.2020.07.005","phaseolus vulgaris (common beans)","metarhizium robertsii","""root","hypocotyl""","present","""endophytic; plant symbiont""; isolated from bean roots under various vermiculite treatments","not specified","not specified","abstract-csv","doi_10.1016_j.funbio.2020.07.005","Abstract"
"Relevant","abstract","abstract",0,"10.1111/tpj.70174","arabidopsis","serendipita indica","not specified","present","endophytic","""both microbes can promote plant salinity tolerance; with enhanced resilience in the ternary interaction of arabidopsis; enterobacter sp. sa187 and serendipita indica.""","not specified","not specified","abstract-csv","doi_10.1111_tpj.70174","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11104-023-05982-z","cucumis sativus (cucumber)","paecilomyces variotii","root","present","biocontrol agent","extract from fungal endophyte used to control rkn","greenhouse","not specified","abstract-csv","doi_10.1007_s11104-023-05982-z","Abstract"
"Relevant","abstract","abstract",0,"10.2134/agronj2006.0007","lolium arundinaceum (schreb.) s.j. darbyshire","neotyphodium coenophialum glenn",NA,"present","endophytic","infection by the endophyte neotyphodium coenophialum improves persistence of tall fescue.; ""grassland","south central usa""","usa","abstract-csv","doi_10.2134_agronj2006.0007","Abstract"
"Relevant","abstract","abstract",0,"10.2134/agronj2006.0007","lolium arundinaceum (schreb.) s.j. darbyshire",NA,NA,"present","endophytic","infection by the endophyte neotyphodium coenophialum improves persistence of tall fescue.; ""grassland","south central usa""","usa","abstract-csv","doi_10.2134_agronj2006.0007","Abstract"
"Relevant","abstract","abstract",0,"10.2134/agronj2006.0007","lolium arundinaceum (schreb.) s.j. darbyshire","& hanlin",NA,"present","endophytic","infection by the endophyte neotyphodium coenophialum improves persistence of tall fescue.; ""grassland","south central usa""","usa","abstract-csv","doi_10.2134_agronj2006.0007","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","dittrichia viscosa (l.) w. greuter","glomus aggregatum schenck and smith","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","dittrichia viscosa (l.) w. greuter","glomus mosseae gerd. and trappe","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","dactylis glomerata l.","glomus aggregatum schenck and smith","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","dactylis glomerata l.","glomus mosseae gerd. and trappe","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","piptatherum miliaceum (l.) cosson","glomus aggregatum schenck and smith","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","piptatherum miliaceum (l.) cosson","glomus mosseae gerd. and trappe","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","stipa tenacissima l.","glomus aggregatum schenck and smith","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","stipa tenacissima l.","glomus mosseae gerd. and trappe","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","retama sphaer?-ocarpa (l.) boiss.","glomus aggregatum schenck and smith","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","retama sphaer?-ocarpa (l.) boiss.","glomus mosseae gerd. and trappe","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","ulex parviflorus pourret","glomus aggregatum schenck and smith","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1994.tb04265.x","ulex parviflorus pourret","glomus mosseae gerd. and trappe","not specified in text","present","mycorrhizal","""inoculated plants developed better than non-inoculated controls; with glomus aggregatum showing a particularly positive effect in a field experiment.""","mediterranean semi-arid","spain (south-east)","abstract-csv","doi_10.1111_j.1469-8137.1994.tb04265.x","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pbiomes-08-19-0042-r","populus tremula x alba clone 717-1b4","various endophytes","root","present","""endophytic","saprotrophic; mycorrhizal""; ""soil microbiome variations affected root colonization. a modification of the balance between endophytes; saprophytes; and mycorrhizal fungi occurred in the roots as well as a replacement of some dominant operational taxonomic units by others.""","poplar stand","not specified","abstract-csv","doi_10.1094_pbiomes-08-19-0042-r","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pbiomes-08-19-0042-r","populus tremula x alba clone 717-1b4","saprophytes","root","present","""endophytic","saprotrophic; mycorrhizal""; ""soil microbiome variations affected root colonization. a modification of the balance between endophytes; saprophytes; and mycorrhizal fungi occurred in the roots as well as a replacement of some dominant operational taxonomic units by others.""","poplar stand","not specified","abstract-csv","doi_10.1094_pbiomes-08-19-0042-r","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pbiomes-08-19-0042-r","populus tremula x alba clone 717-1b4","and mycorrhizal fungi","root","present","""endophytic","saprotrophic; mycorrhizal""; ""soil microbiome variations affected root colonization. a modification of the balance between endophytes; saprophytes; and mycorrhizal fungi occurred in the roots as well as a replacement of some dominant operational taxonomic units by others.""","poplar stand","not specified","abstract-csv","doi_10.1094_pbiomes-08-19-0042-r","Abstract"
"Relevant","abstract","abstract",0,"10.3390/horticulturae9020180","vitis vinifera (grapevines)",NA,"endophytic communities","present","endophytic","""dominated inheritance of endophytes from stock plants via in vitro-cultured plantlets; with some asvs accounting for a major relative abundance (35-76%) in later-established grapevines.""","not specified","not specified","abstract-csv","doi_10.3390_horticulturae9020180","Abstract"
"Relevant","abstract","abstract",0,"10.3390/horticulturae9020180","vitis vinifera (grapevines)","not specified at genus level","endophytic communities","present","endophytic","""dominated inheritance of endophytes from stock plants via in vitro-cultured plantlets; with some asvs accounting for a major relative abundance (35-76%) in later-established grapevines.""","not specified","not specified","abstract-csv","doi_10.3390_horticulturae9020180","Abstract"
"Relevant","abstract","abstract",0,"10.1111/efp.12298","pinus radiata","fusarium circinatum","root","present","endophytic (non-pathogenic)","""colonizing roots without inducing symptoms; enhancing growth and disease resistance""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1111_efp.12298","Abstract"
"Relevant","abstract","abstract",0,"10.1016/s0038-0717(03)00161-5","lettuce (lactuca sativa)","glomus mosseae","root","present","mycorrhizal","""inoculated with bacillus thuringiensis; colonization measured using frequency (%f); intensity (%i) and percentage of arbuscules (%a). sdh and alp activities indicate active fungal metabolism.""","not provided","not provided","abstract-csv","doi_10.1016_s0038-0717(03)00161-5","Abstract"
"Relevant","abstract","abstract",0,"10.1016/s0038-0717(03)00161-5","lettuce (lactuca sativa)","glomus intraradices","root","present","mycorrhizal","""inoculated with bacillus thuringiensis; colonization measured using frequency (%f); intensity (%i) and percentage of arbuscules (%a). sdh and alp activities indicate active fungal metabolism.""","not provided","not provided","abstract-csv","doi_10.1016_s0038-0717(03)00161-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11738-025-03794-5","sinojackia xylocarpa hu","unspecified (soil fungi","pericarp","present","saprotrophic","involved in the degradation of the hard pericarp during seed stratification. the effect of degrading pericarp of four strains isolated from stratified pericarp are confirmed.","(not specified in the text)","china","abstract-csv","doi_10.1007_s11738-025-03794-5","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11738-025-03794-5","sinojackia xylocarpa hu",NA,"pericarp","present","saprotrophic","involved in the degradation of the hard pericarp during seed stratification. the effect of degrading pericarp of four strains isolated from stratified pericarp are confirmed.","(not specified in the text)","china","abstract-csv","doi_10.1007_s11738-025-03794-5","Abstract"
"Relevant","abstract","abstract",0,"10.21162/pakjas/18.7750","citrus (citrus spp.)","beauveria sp. (indirectly","leaf","present","biocontrol agent","""isolated from healthy and asymptomatic citrus leaves; colonization observed in various plant hosts including citrus; green soy bean; tomato; etc.""; agricultural field","""(not provided","abstract analysis)""","abstract-csv","doi_10.21162_pakjas_18.7750","Abstract"
"Relevant","abstract","abstract",0,"10.21162/pakjas/18.7750","citrus (citrus spp.)","as a soil borne fungi mentioned)","leaf","present","biocontrol agent","""isolated from healthy and asymptomatic citrus leaves; colonization observed in various plant hosts including citrus; green soy bean; tomato; etc.""; agricultural field","""(not provided","abstract analysis)""","abstract-csv","doi_10.21162_pakjas_18.7750","Abstract"
"Relevant","abstract","abstract",0,"10.5248/113.385","actinidia deliciosa (kiwifruit)","phialophora-like","vascular tissue in kiwifruit vines","present","unknown","isolated from stained vascular tissue in kiwifruit vines","native forests and kiwifruit orchards","new zealand","abstract-csv","doi_10.5248_113.385","Abstract"
"Relevant","abstract","abstract",0,"10.5248/113.385","actinidia deliciosa (kiwifruit)","neobulgaria alba","vascular tissue in kiwifruit vines","present","unknown","isolated from stained vascular tissue in kiwifruit vines","native forests and kiwifruit orchards","new zealand","abstract-csv","doi_10.5248_113.385","Abstract"
"Relevant","abstract","abstract",0,"10.6564/jkmrs.2020.24.4.123","climacium dendroides","talaromyces sp.","not specified","present","endophytic","""derived from the host; no specific context provided about symbiotic relationship""","not specified","not specified","abstract-csv","doi_10.6564_jkmrs.2020.24.4.123","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-022-02616-5","mangifera indica l.","curvularia dactyloctenicola","""peel","pedicel""","present","pathogenic; ""isolated from symptomatic and health fruit; found on peel and pedicel; confirmed pathogenicity.""","commercial mango plantation","sri lanka (central province)","abstract-csv","doi_10.1007_s10658-022-02616-5","Abstract"
