"code","iso","country","PCR.raw.1961","PCR.raw.1962","PCR.raw.1963","PCR.raw.1964","PCR.raw.1965","PCR.raw.1966","PCR.raw.1967","PCR.raw.1968","PCR.raw.1969","PCR.raw.1970","PCR.raw.1971","PCR.raw.1972","PCR.raw.1973","PCR.raw.1974","PCR.raw.1975","PCR.raw.1976","PCR.raw.1977","PCR.raw.1978","PCR.raw.1979","PCR.raw.1980","PCR.raw.1981","PCR.raw.1982","PCR.raw.1983","PCR.raw.1984","PCR.raw.1985","PCR.raw.1986","PCR.raw.1987","PCR.raw.1988","PCR.raw.1989","PCR.raw.1990","PCR.raw.1991","PCR.raw.1992","PCR.raw.1993","PCR.raw.1994","PCR.raw.1995","PCR.raw.1996","PCR.raw.1997","PCR.raw.1998","PCR.raw.1999","PCR.raw.2000","PCR.raw.2001","PCR.raw.2002","PCR.raw.2003","PCR.raw.2004","PCR.raw.2005","PCR.raw.2006","PCR.raw.2007","PCR.raw.2008","PCR.raw.2009","PCR.raw.2010","PCR.raw.2011","PCR.raw.2012","PCR.raw.2013","PCR.raw.2014","PCR.raw.2015","PCR.raw.2016","PCR.raw.2017","PCR.raw.2018","PCR.raw.2019","PCR.raw.2020","PCR.raw.2021"
520,"NRU","Nauru",12.0363,12.0363,12.0363,12.1263,10.4392,10.4392,10.4392,10.4392,10.8676,11.1955,11.5234,11.5234,11.8677,12.2346,12.6015,7.255,10.5563,11.2735,12.0073,12.741,13.4808,13.5198,12.8535,10.922,11.6375,11.6974,11.7315,11.7847,11.8045,12.0826,12.3378,12.6075,12.8691,13.1349,13.4002,13.6641,13.9289,14.1937,14.4584,14.7231,14.988,15.2527,15.5175,15.7822,16.047,16.3118,16.5765,16.8413,17.106,17.2528,15.7679,17.7258,18.3931,16.4431,16.459,16.4723,16.5028,16.6114,16.6131,16.6187,16.6922
524,"NPL","Nepal",5.9785,6.0039,6.0278,6.1829,6.2941,5.973,6.0212,6.238,6.4822,6.3052,6.1315,5.5595,5.9763,6.0355,6.1613,6.0106,5.7091,5.9338,5.4174,6.0352,6.2813,5.4568,6.9371,6.9491,7.1633,6.7655,7.8618,8.6998,9.314,9.795,9.2879,8.525,9.7427,9.3487,10.2375,10.5074,10.5852,10.498,10.8849,11.5941,11.7671,12.1523,12.5267,13.155,13.4716,13.5417,13.3965,14.5254,14.7616,14.8036,16.2411,17.5791,16.5133,17.8952,17.6136,17.1913,18.4199,19.0885,20.1369,20.6377,20.9096
528,"NLD","Netherlands",12.5953,13.0207,12.1737,13.8442,11.4628,11.6304,13.8554,13.2451,12.9601,12.7469,13.4319,12.4503,13.2045,13.1107,12.1108,12.4363,12.838,14.0166,13.3148,13.3918,14.1365,15.2259,13.1239,15.4054,14.5704,15.9397,15.5154,15.3026,16.2201,16.6607,15.3055,16.6017,16.4744,14.9373,15.6416,16.7295,15.7647,13.5015,16.5745,17.197,15.6569,16.0243,15.7381,16.8733,16.109,15.8221,16.1575,17.3887,18.2789,17.6362,18.0785,17.6235,17.2595,18.022,16.6754,15.9259,18.0791,15.5363,17.6636,17.0787,16.8998
540,"NCL","New Caledonia",8.4057,7.6749,8.3465,9.3856,8.5051,9.8301,8.8961,8.7286,7.7176,5.3838,6.6608,7.1413,7.3367,5.9829,5.6292,4.6956,5.004,4.6168,4.4321,5.2265,4.9538,4.6529,4.8107,3.7058,3.946,4.0289,3.8659,3.8856,4.0462,4.4405,4.3548,4.223,4.5678,4.9551,5.1829,5.0376,5.1603,4.9261,5.0855,6.2473,6.4145,6.603,6.9613,7.0981,7.4187,6.8975,7.0443,6.9535,6.4094,6.5129,6.6142,8.0093,6.8439,7.1482,8.9216,9.3931,9.6099,9.9366,9.5712,9.8784,8.899
554,"NZL","New Zealand",5.3788,4.9829,5.5528,6.3788,5.9835,6.3984,6.9713,9.1519,10.2584,8.1223,9.4624,10.9148,10.7188,8.5017,8.4915,10.4184,10.1252,9.9259,9.2908,9.3926,9.0373,9.3788,9.6415,11.3151,11.4706,11.7012,12.463,10.9201,9.2645,11.2543,10.9019,10.8451,11.2741,12.0532,11.4285,12.1246,12.7091,12.0335,11.8228,12.1797,11.8507,11.7282,11.4852,10.0903,10.7231,10.332,10.6137,10.7231,11.1894,10.1691,10.5841,10.8236,9.8379,9.3629,11.1832,10.1152,9.7162,9.5784,9.4951,9.9072,8.4251
558,"NIC","Nicaragua",2.2447,2.917,3.3476,4.1089,4.9611,4.582,4.9293,4.682,4.4446,3.8363,4.2212,4.3566,4.6032,5.9713,5.4187,5.1231,5.4786,6.2637,5.5465,2.5896,4.1968,3.9115,4.2626,4.414,3.874,3.4594,3.1396,2.8161,2.5541,2.5703,2.6978,2.6512,2.3147,2.3441,2.3046,2.4132,2.1954,2.3448,2.2823,2.5181,2.4057,2.6203,3.0806,2.636,2.9741,2.9033,3.0114,3.0344,3.5504,3.5435,4.1414,4.4505,4.296,4.0057,3.7995,4.2205,4.4431,4.4622,4.4672,4.5761,4.7261
562,"NER","Niger",0.4532,0.5481,0.5788,0.5755,0.51,0.5424,0.6241,0.446,0.5845,0.5301,0.5799,0.5736,0.3781,0.5958,0.5093,0.7082,0.7666,0.8154,0.8598,0.8766,0.8757,0.8611,0.8466,0.5596,0.8402,0.9276,0.7386,1.1712,0.9503,0.888,0.9133,0.9086,0.7872,0.7755,0.7852,0.7864,0.6508,1.1543,1.0277,0.7701,1.1266,1.2749,1.2525,0.9732,1.3363,1.4853,1.4571,1.9704,1.3574,2.1481,1.6116,1.9014,1.7402,1.8266,1.9925,2.1063,2.0935,2.3037,2.1461,2.3572,1.8217
566,"NGA","Nigeria",2.3025,2.4225,2.4768,2.4811,2.5999,2.269,2.4551,2.4749,2.8194,2.9727,2.6222,2.1098,2.4267,2.846,2.5065,2.2386,2.1725,1.9603,1.9849,2.1066,2.1183,2.1667,2.1744,2.3595,2.5426,2.9108,3.0195,3.3858,3.7175,3.8951,4.0786,4.2201,4.347,4.3534,4.4035,4.4966,4.6155,4.7059,4.7421,4.6931,4.4798,4.7119,4.961,5.2547,5.5585,6.0042,5.5383,5.925,4.6234,5.5427,4.7737,5.3423,5.0234,5.6223,5.6485,6.4099,6.4534,6.5506,6.3351,6.2643,6.3733
570,"NIU","Niue",2.5745,3.3166,4.6573,5.7609,4.856,4.0203,3.6037,3.1917,3.0289,3.6632,3.6431,3.6241,3.8425,3.5937,2.792,2.1618,2.6626,2.4944,3.0601,3.0191,3.0748,3.155,2.9547,2.7796,2.687,2.6234,2.6086,2.5286,2.58,1.6297,2.3696,2.5143,2.6581,2.7137,2.7671,2.9143,2.9418,2.9674,2.9909,2.8917,2.8673,2.8828,2.9315,2.9338,2.9349,2.9418,2.9818,2.898,2.8619,2.7731,2.7618,2.8754,2.9097,2.922,2.8342,2.8914,2.9073,2.8665,2.8563,2.8489,2.8607
408,"PRK","North Korea",6.2079,6.4807,6.9881,7.2391,6.6144,7.0858,6.7794,6.6895,7.6123,7.6547,7.9301,7.7504,8.1956,8.7156,9.0848,9.4939,9.9635,10.0825,10.4027,9.8077,10.4949,9.4737,9.7951,10.495,10.6062,11.2067,11.3576,11.4462,11.7742,11.761,14.6623,14.2044,14.2003,11.7569,7.6365,6.6433,7.0423,9.0101,8.4443,7.5795,8.8493,9.1771,9.4073,9.5619,9.541,9.586,8.55,9.2445,9.0054,9.0398,9.3713,9.8103,9.9324,9.9282,9.1551,9.3041,8.9629,8.1805,10.2243,8.9517,8.7623
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0163,3.7975,4.782,5.2849,4.4005,4.8784,5.3309,5.5081,5.2011,4.341,5.3786,5.2493,6.9268,6.8894,6.6719,5.7763,7.0952,7.2286,7.0223,7.0126,6.189,7.068,7.6033,6.582,7.6653,5.7609,7.1468,6.8138,7.122,6.8422
578,"NOR","Norway",3.9952,3.0476,3.8572,3.5955,3.8556,3.3989,3.6997,4.7094,3.9035,4.7342,4.7966,4.5364,5.1056,6.1293,4.2077,4.6725,5.8155,5.9753,5.5223,5.9797,5.7942,6.0311,5.3332,6.8433,6.2571,5.2807,6.0334,5.1691,5.5682,7.3341,6.5975,4.8017,6.3365,4.987,5.0783,5.4101,5.8067,6.0833,5.5325,5.898,5.6355,5.316,5.9201,6.644,6.0081,5.5625,5.7238,6.642,5.1616,5.8954,5.0457,5.3629,4.8243,6.1859,6.7249,6.6217,6.5189,3.881,6.541,6.5108,5.9464
512,"OMN","Oman",2.0808,2.1099,2.1284,2.1051,2.1067,2.1795,2.1099,2.0302,2.2207,2.1336,2.1804,2.1659,2.2957,2.2939,2.2849,2.3066,2.3602,2.3723,3.1688,3.7999,4.7449,5.1978,4.8656,4.5793,4.3126,4.3072,4.1519,4.0809,3.9242,4.094,5.1718,5.1575,6.1445,6.2747,6.3675,6.4827,6.794,7.3224,8.1466,8.0085,8.1395,7.4655,7.2784,7.9748,8.0651,8.3819,8.5575,8.5637,9.3793,9.5793,9.42,10.1275,11.8336,11.3637,11.9564,11.1568,10.6113,9.9288,9.9239,14.696,11.9185
586,"PAK","Pakistan",1.5369,1.644,1.7865,1.7173,1.7852,1.768,1.9591,2.2554,2.4537,2.5683,2.6697,2.7063,2.6892,2.7704,2.6221,2.7596,3.0465,2.8156,3.2727,3.1972,3.512,3.4093,3.3934,3.6744,3.9727,4.6302,4.4895,4.6033,4.8924,5.1901,5.8251,5.239,5.1338,5.1752,5.8834,5.6677,5.4918,5.862,6.2923,6.4568,5.9389,5.89,6.1774,7.3167,7.3296,7.1194,7.4685,7.6549,8.0944,7.4637,8.2226,7.7491,8.1868,8.4943,7.7464,7.9616,8.401,7.46,7.9114,7.9938,8.9751
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",2.1552,2.1494,2.2631,2.4552,2.6086,2.5238,2.7957,3.1551,3.2619,2.8873,3.0183,2.795,3.1189,3.2875,3.5164,3.4145,3.9832,4.0052,4.0391,3.8061,3.7388,3.8565,3.7332,3.6018,3.6034,3.2947,3.481,3.2832,3.4811,3.4241,3.3619,3.3478,3.3497,3.2934,3.5101,3.5448,3.0548,3.1948,3.2071,3.0607,3.3957,3.4191,3.7773,3.3328,3.3471,3.474,3.4346,3.4614,3.3263,3.0886,3.2504,3.1971,3.5353,3.4678,3.4481,3.8597,3.8763,4.3638,4.5637,4.9104,4.7821
598,"PNG","Papua New Guinea",6.2856,6.3588,6.5934,6.3066,6.5487,6.8149,6.3626,6.5415,6.5721,6.4552,6.4528,6.5194,6.2801,6.2131,6.2259,6.1463,6.3505,6.5108,6.167,6.5473,6.3368,6.4701,6.7101,7.3459,7.705,7.1144,7.2598,6.8548,6.2287,5.8251,5.8101,6.5747,6.7435,6.1173,6.1054,6.9204,6.7648,6.487,7.0631,7.2621,5.816,6.1402,6.0778,6.1283,6.2321,6.1281,7.8562,7.3542,7.3015,7.2902,7.46,7.3821,7.5093,8.9606,8.9127,8.9495,8.3836,8.4375,8.4558,8.4717,8.4724
600,"PRY","Paraguay",2.7544,2.9631,3.1646,3.5674,3.7693,3.3447,3.766,3.7423,3.8662,4.6769,5.0136,5.2848,5.5406,6.0903,5.6901,5.9069,7.2034,6.6521,6.7391,6.1866,7.2322,6.8807,7.256,7.9855,9.2885,7.1117,8.2812,10.4332,11.2585,11.3614,8.6518,7.4744,9.5379,8.7616,9.8049,9.9215,10.0474,9.5673,9.4855,9.0837,10.8314,9.5176,11.601,11.0187,10.8353,10.7015,14.6318,14.7644,10.1859,17.0713,17.9481,11.0083,18.2539,17.8065,16.9924,18.1945,19.931,20.0531,17.5186,21.1208,19.0974
604,"PER","Peru",6.9319,6.7747,5.9225,5.631,5.2739,5.6412,5.5375,4.9793,5.2459,5.4689,5.4296,4.3119,4.2843,4.3738,4.3597,4.1016,4.0431,3.6848,3.7864,3.4009,3.8464,3.8736,3.0761,3.8253,3.9129,4.0354,4.1039,4.4078,4.4436,3.3715,3.302,2.729,3.2538,3.6174,3.8338,4.1869,4.0458,4.0825,4.6191,4.8432,4.7552,4.9615,5.0498,4.7622,5.0296,5.1357,5.0591,5.4326,5.4552,5.4402,5.2425,5.6217,5.8145,6.0069,6.1502,6.4901,6.2851,6.7281,6.8885,6.3614,6.0253
608,"PHL","Philippines",5.7043,6.2837,6.5897,6.2955,6.282,6.5926,6.3442,6.3135,6.5514,6.9122,7.4966,7.4949,7.4084,7.156,8.2746,8.9609,8.4066,8.3718,7.8866,7.8896,8.2819,8.347,7.5596,7.2722,8.0094,8.8498,8.3865,7.9246,8.2507,9.6996,9.2659,9.2573,9.5246,9.9276,9.9193,10.1065,10.4113,9.0843,10.1762,10.714,11.0486,11.4171,11.6167,11.9186,12.1681,12.4315,12.6398,12.9153,12.6774,12.1942,12.6572,13.0606,12.9347,13.0319,12.6988,12.1919,13.0401,12.9714,12.8295,13.0005,13.3021
616,"POL","Poland",6.6073,5.8107,6.4511,6.4783,6.9049,7.0707,7.5132,7.9007,7.5463,7.5637,7.8357,8.4393,8.9887,9.0382,8.3326,8.9274,7.9847,8.8506,7.7317,6.6654,8.1,7.8459,8.3641,9.264,9.0766,9.6608,9.5911,9.1958,9.9386,10.1988,9.5112,7.2071,8.8426,7.5414,9.0182,8.9033,8.5145,9.4385,8.6649,8.1015,9.106,9.2404,8.3216,10.4463,9.6559,8.1724,10.4094,10.2374,11.0867,11.2188,10.7939,11.4845,11.9158,13.5501,11.8847,12.5752,13.4695,11.038,11.5993,14.0825,13.8698
620,"PRT","Portugal",5.1997,4.4437,5.3769,4.0711,4.6948,3.5384,5.0273,4.6795,4.4046,4.5468,4.3035,4.2463,3.7965,3.9586,3.9389,3.8225,2.8797,3.2257,3.517,3.3347,2.6351,3.8969,2.5958,3.721,3.3519,3.9713,3.9638,2.9875,4.0735,3.421,4.5397,3.3685,3.6538,3.8112,3.8371,4.2801,4.3146,3.8675,4.9566,4.0845,3.966,4.3899,4.0448,4.7855,3.7523,5.1576,4.4265,5.1644,5.201,5.186,5.4071,5.0344,6.263,5.6564,6.796,5.7333,7.6982,6.7258,7.3876,6.4485,9.4692
634,"QAT","Qatar",5.36,8.06,9.86,11.66,13.46,15.26,17.06,18.86,20.66,21.56,23.9443,24.1459,0.751,0.4275,0.4708,0.8097,4.8947,6.5004,4.7155,2.7112,2.8574,2.8909,2.0131,1.9225,2.1181,2.0932,2.2751,2.4392,2.8979,2.679,3.4419,2.9806,3.1121,2.9192,3.3526,3.502,4.4296,3.7892,4.2139,4.3169,3.3202,3.493,3.0941,2.9934,3.633,4.1747,4.0928,3.1605,2.6864,2.7278,2.4432,2.3563,2.8152,2.6968,2.6051,2.5789,2.4469,2.6701,2.7137,3.072,3.0752
178,"COG","Republic of Congo",0.9602,0.9988,1.0557,1.0641,1.0901,1.1462,1.3559,1.3381,1.2847,1.22,1.2322,1.0849,1.1308,1.1146,1.1183,1.1072,1.1143,1.0823,1.1262,1.0818,1.1299,1.1823,1.1464,1.2274,1.3111,1.2828,1.3294,1.3939,1.396,1.3675,1.3908,1.4008,1.3933,1.5116,1.6077,1.6514,1.5888,1.5688,1.6053,1.6645,1.7428,1.7783,1.8857,1.9249,1.9773,2.0087,2.0376,2.1512,2.1777,2.1149,2.0797,2.1512,2.1315,2.2627,2.2471,2.2352,2.2512,2.3026,2.3085,2.2923,2.2736
642,"ROU","Romania",4.4837,4.0236,4.2956,4.4928,5.1048,5.7249,5.6189,5.2358,5.1865,4.4404,6.0261,6.8411,5.7881,5.7942,6.0949,7.8941,7.4406,7.384,7.5176,7.7481,6.8675,8.2713,7.3175,8.5963,7.9819,8.0266,7.0432,7.8345,8.139,7.0465,7.5199,5.2273,6.4689,7.2544,8.015,6.0318,8.6204,6.5764,7.1486,4.656,7.6897,6.0742,5.7894,10.446,8.4395,7.4053,4.19,8.0725,7.1228,7.8096,9.5401,6.1311,9.8825,10.6627,9.4694,10.9467,13.9941,15.122,13.9067,9.2037,13.5699
643,"RUS","Russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5444,3.3731,2.7955,2.3992,2.531,3.0131,1.8171,2.0791,2.4049,2.9811,3.0595,2.5622,2.9255,2.9995,3.0782,3.1148,3.9928,3.6631,2.4789,3.8644,3.0381,3.7291,4.1235,4.1918,4.7549,5.2885,4.6727,5.0705,5.3112,5.132
646,"RWA","Rwanda",3.5853,4.861,3.6357,3.1999,3.5315,4.3012,4.6395,4.1736,4.6175,5.0234,4.6901,4.1062,4.2382,3.7229,4.2239,4.3126,4.3692,4.3915,4.4529,4.3945,4.5427,4.7947,4.7088,4.2241,5.1813,4.5262,4.4383,4.0015,4.069,4.0465,4.7962,4.5777,3.6206,2.4666,3.0696,3.5392,3.5551,3.6663,3.613,4.3637,4.3265,4.7913,4.4442,4.3035,4.7706,4.9406,5.0586,5.1934,5.8366,6.1099,6.3615,6.8321,7.0419,5.3477,5.0936,5.2594,5.6379,6.0383,6.5922,6.2523,6.4721
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",8.674,8.1732,7.3662,7.8726,7.1708,7.3245,6.8227,6.6675,5.9006,7.7245,6.5567,5.965,5.2718,5.4091,5.4354,7.7939,8.3593,8.5382,8.9808,8.2863,7.9941,8.8723,7.1619,8.3682,7.556,7.9323,7.9003,8.2397,7.6956,5.8591,6.8077,9.2596,7.4055,7.8318,7.8783,10.0347,14.5701,11.7264,8.2041,8.5133,8.7736,9.1195,9.1255,12.1196,9.0121,1.4154,1.5666,1.66,1.4124,1.3516,2.4133,1.9003,1.893,1.7924,1.8344,2.1398,2.155,2.1582,2.5003,2.4664,2.4426
662,"LCA","Saint Lucia",9.4826,9.886,9.0285,9.0511,10.2653,10.3368,10.2261,10.2886,10.2667,9.7443,8.575,8.8499,9.1968,8.5283,8.5657,7.6536,8.0077,8.9893,9.2454,8.8875,5.7528,6.7308,7.2984,6.9933,7.3151,8.0749,7.947,8.4478,8.3403,9.2692,8.3774,8.4153,9.0576,7.2211,8.3311,7.9508,8.6185,6.677,7.17,5.9535,5.1641,6.0894,5.9976,6.3088,4.9363,6.5801,6.3233,7.117,6.6673,5.6037,5.5631,4.977,5.1975,4.7831,4.7601,4.6871,4.8074,4.7454,4.495,4.1879,4.0083
670,"VCT","Saint Vincent and the Grenadines",11.1683,11.2973,8.8924,9.0985,9.1093,9.7003,9.5539,8.9807,8.7789,9.2567,10.3764,9.4736,9.2891,9.2771,8.8272,8.2946,9.7294,12.4276,10.5377,8.9142,9.3705,10.7248,9.2967,11.8056,12.7173,11.5905,11.3552,13.5879,13.0932,13.9179,13.6664,16.1184,16.401,8.6185,9.2074,9.57,9.1357,9.9141,8.6283,8.7318,9.8152,10.5236,10.9078,10.6839,11.5611,12.0652,12.3323,12.391,12.9433,11.2178,11.7246,11.8291,11.8658,12.3602,12.0523,11.853,12.3981,12.624,12.7526,12.9355,12.7512
882,"WSM","Samoa",8.6353,8.7908,9.2283,9.9535,8.2771,8.8787,7.1655,8.7151,9.4669,8.1216,10.2094,10.067,9.5079,10.4678,9.8224,8.7827,9.207,8.3249,9.7851,10.063,8.6614,10.4237,8.9841,7.9701,8.8146,9.1195,8.5718,8.1487,11.6263,10.1378,7.8479,8.7584,8.9627,9.1461,10.2553,10.5831,9.9412,10.3735,9.2778,10.5852,11.0508,11.44,12.0911,12.5919,13.594,14.2726,14.1678,16.2729,19.0227,15.9448,14.3428,12.6147,11.3266,10.1162,3.9509,4.2165,4.5584,5.2594,6.3282,6.3992,6.3526
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",5.5734,5.9663,5.1221,5.9605,5.9415,5.5591,5.5475,5.1218,5.1197,4.8607,4.9373,4.8978,5.0988,4.899,3.7744,3.5744,4.2297,3.8271,4.549,3.5592,3.5558,4.3365,4.3995,4.4853,4.6536,4.7959,4.3834,4.738,4.2975,4.1754,3.694,4.0305,4.1698,4.1665,4.318,4.8797,5.2501,4.4621,4.0943,4.1461,4.3065,4.3527,4.3951,4.2583,4.4989,4.4571,4.2888,4.3226,4.525,4.1698,3.8322,4.0741,5.0891,5.3362,5.0909,1.7244,1.7582,1.6751,1.6771,1.6319,1.6645
682,"SAU","Saudi Arabia",1.3977,1.3804,1.4682,1.453,1.5095,1.5166,1.4773,1.4766,1.4526,1.4406,1.2741,0.5435,0.5613,1.1038,1.0613,0.914,0.9939,0.9785,1.0799,0.8496,0.8871,1.3863,1.8882,2.8226,3.725,3.8484,4.3033,5.0321,5.0884,5.0917,5.211,5.2719,5.4874,5.2659,3.2296,2.5095,2.9433,2.8077,2.9908,2.71,3.1559,3.4318,3.551,3.932,3.7429,3.8148,3.7202,3.2609,2.4337,2.4252,2.2732,1.9233,1.7332,2.0258,2.1693,2.0959,2.7841,2.913,2.7838,2.8574,2.8901
686,"SEN","Senegal",2.0022,2.0214,2.131,2.1284,2.2144,1.9334,2.2538,1.6047,2.0274,1.4301,2.1331,1.2763,1.6839,2.3829,2.6659,2.3925,1.491,2.659,1.7774,1.6241,2.7545,2.3854,1.5074,1.7393,2.5015,2.3353,2.6914,2.1724,2.5222,2.2594,2.4863,2.191,2.5236,2.3159,2.6814,2.1605,2.0992,2.1775,2.7437,2.5895,2.5948,1.6104,2.7843,2.3558,2.9538,2.4011,1.9203,2.9514,3.1868,3.3442,2.1009,2.7622,2.4596,2.4866,3.5416,3.3705,4.3217,4.8299,4.661,5.925,5.576
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8988,10.0981,12.9872,13.4028,13.7225,13.5694,10.2331,13.9793,15.8852,12.9115,16.2673,11.2987,16.3826,16.2295,17.1767,15.4915
690,"SYC","Seychelles",17.3323,18.4736,17.648,22.9212,18.3399,20.1714,20.56,20.1039,16.525,15.069,12.4717,12.2423,11.6375,11.0558,10.8114,9.9889,10.7967,9.9343,12.3737,11.9198,11.8636,8.4166,9.796,7.6823,6.5218,5.7241,4.8943,4.7875,4.2824,5.1923,3.7232,3.1208,3.2789,3.0161,3.3495,3.5125,3.3135,3.1022,3.2121,3.0686,3.13,2.8053,2.9734,2.9107,2.5481,2.9776,3.2348,3.1146,3.2539,4.0514,6.794,7.4386,7.3443,8.3989,8.4714,8.4032,8.4054,8.6532,8.7811,9.0081,9.3238
694,"SLE","Sierra Leone",3.735,4.0527,4.0854,4.3604,4.4544,4.6262,4.7712,4.3827,4.8849,4.4561,4.4771,4.514,4.5119,4.6439,4.9385,4.9859,5.1092,5.1197,4.4103,4.4451,4.3989,4.534,4.2406,4.4274,3.7944,4.2603,3.9647,4.1021,4.26,4.2763,4.2747,4.0126,4.0433,3.8977,3.5481,3.8273,4.0615,3.5214,2.9428,2.5164,2.4605,2.4624,2.3616,2.3748,2.5946,2.8915,2.666,2.7403,3.2158,3.4042,3.4864,3.9387,3.9199,3.7283,3.1247,3.0561,2.9686,3.0547,2.9999,3.2139,5.0954
702,"SGP","Singapore",5.2733,5.1567,5.4337,5.3528,6.0565,7.7887,7.728,8.6592,8.5085,8.5853,12.6426,11.6255,9.6898,8.8304,9.5645,10.112,10.6114,10.3055,9.7623,9.5708,11.9847,15.1993,14.722,15.662,14.5724,16.3479,20.3992,11.6122,9.2334,7.619,6.2204,5.1223,4.5183,4.4831,5.2792,5.9393,6.5814,7.4155,8.241,9.0844,9.8819,10.795,17.8333,19.1825,21.458,23.9485,20.4585,23.4116,23.9991,25.6675,27.1244,28.4524,31.5605,33.2567,33.5931,32.851,32.9505,34.8503,35.2455,33.3285,32.67
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2093,10.6416,10.2152,10.019,10.8294,9.9798,8.9502,6.8693,10.4145,10.7174,8.1444,12.6521,11.9029,10.4558,9.9188,13.6941,11.6045,9.1056,12.2887,9.7788,11.9717,15.9367,13.1854,16.7244,13.2729,14.655,14.3592,15.8191,15.586
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0959,7.8576,10.018,9.7562,9.7188,11.2692,12.119,10.8902,11.0733,10.3449,13.0436,8.8228,12.2175,12.184,10.8282,11.1407,9.9716,9.1232,9.7808,10.1889,9.6526,7.9366,10.7835,10.2466,10.4424,9.2182,9.9326,10.4848,12.1629,11.0573
90,"SLB","Solomon Islands",9.2674,9.3049,9.6193,9.9172,9.7656,9.3717,9.5037,8.5637,9.9775,11.2925,11.5429,11.0519,11.1953,11.3692,11.6693,11.9691,11.8933,12.2392,14.0139,13.8979,15.6348,14.3124,14.0994,16.8335,17.6356,16.8533,11.8757,11.764,11.6511,10.9299,11.8478,12.1801,12.2751,12.3725,14.6496,15.0263,15.6198,15.7797,14.0757,13.5438,11.9252,11.465,10.9546,13.7708,15.3813,15.4154,16.4589,16.4286,14.6695,6.9515,6.8382,6.9807,7.0739,7.111,7.0832,7.0805,6.9891,7.0959,7.1173,7.1212,7.2541
706,"SOM","Somalia",1.2148,1.2008,1.1548,1.1495,1.1813,1.2584,1.3382,1.3014,1.3584,1.4062,1.3211,1.6756,1.1835,1.1566,1.4257,1.4476,1.4814,1.4511,1.4359,1.4862,1.9718,2.1317,1.7611,2.2412,2.4499,2.4975,2.4807,2.6217,2.854,2.4928,1.3937,1.0737,0.9974,1.8221,1.404,1.3877,1.4845,1.0688,1.4181,1.6933,1.8331,1.8573,1.7289,1.5951,1.5933,1.4083,1.2488,1.2619,1.2567,1.6934,1.0415,1.9879,1.7942,1.4226,1.4757,1.0602,1.2026,1.3881,1.2629,1.2139,1.2139
