"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","publication_year","filter_reason"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hadrolaelia jongheana","capnodiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_e2ccad213817dbb7","capnodiales","capnodiales","Resolved","exact_accepted","1.0","1262","hadrolaelia jongheana","cattleya jongheana","Resolved","synonym_map","0.95","2811885","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hadrolaelia jongheana","capnodiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_e2ccad213817dbb7","capnodiales","capnodiales","Resolved","exact_accepted","1.0","1262","hadrolaelia jongheana","cattleya jongheana","Resolved","synonym_map","0.95","2811885","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hadrolaelia jongheana","sordariales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_5c834d9ca0171e0b","sordariales","sordariales","Resolved","exact_accepted","1.0","1061","hadrolaelia jongheana","cattleya jongheana","Resolved","synonym_map","0.95","2811885","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hadrolaelia jongheana","sordariales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_5c834d9ca0171e0b","sordariales","sordariales","Resolved","exact_accepted","1.0","1061","hadrolaelia jongheana","cattleya jongheana","Resolved","synonym_map","0.95","2811885","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","basidiomycetes","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_508cceaa6d3a1532","basidiomycetes","basidiomycota","Resolved","alias_exact_accepted","1.0","34","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","basidiomycetes","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_508cceaa6d3a1532","basidiomycetes","basidiomycota","Resolved","alias_exact_accepted","1.0","34","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","sebacinales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_e7bfb1c64622bba5","sebacinales","sebacinales","Resolved","exact_accepted","1.0","531","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","sebacinales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_e7bfb1c64622bba5","sebacinales","sebacinales","Resolved","exact_accepted","1.0","531","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","cantharellales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_73f1859340ef1c35","cantharellales","cantharellales","Resolved","exact_accepted","1.0","1300","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","cantharellales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_73f1859340ef1c35","cantharellales","cantharellales","Resolved","exact_accepted","1.0","1300","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","helotiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_0f3171b354274522","helotiales","helotiales","Resolved","exact_accepted","1.0","1052","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","helotiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_0f3171b354274522","helotiales","helotiales","Resolved","exact_accepted","1.0","1052","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","capnodiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_34bde60e4f431d25","capnodiales","capnodiales","Resolved","exact_accepted","1.0","1262","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","capnodiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_34bde60e4f431d25","capnodiales","capnodiales","Resolved","exact_accepted","1.0","1262","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","sordariales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_bda5d105740d5108","sordariales","sordariales","Resolved","exact_accepted","1.0","1061","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella caulescens","sordariales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_bda5d105740d5108","sordariales","sordariales","Resolved","exact_accepted","1.0","1061","hoffmannseggella caulescens","cattleya caulescens","Resolved","synonym_map","0.95","2812140","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","basidiomycetes","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_dbbc17c317870cdc","basidiomycetes","basidiomycota","Resolved","alias_exact_accepted","1.0","34","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","basidiomycetes","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_dbbc17c317870cdc","basidiomycetes","basidiomycota","Resolved","alias_exact_accepted","1.0","34","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","sebacinales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_cc2d47eea2374ba4","sebacinales","sebacinales","Resolved","exact_accepted","1.0","531","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","sebacinales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_cc2d47eea2374ba4","sebacinales","sebacinales","Resolved","exact_accepted","1.0","531","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","cantharellales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_6d282f0ea7ecc03f","cantharellales","cantharellales","Resolved","exact_accepted","1.0","1300","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","cantharellales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_6d282f0ea7ecc03f","cantharellales","cantharellales","Resolved","exact_accepted","1.0","1300","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","helotiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_e3abf0d410a1f740","helotiales","helotiales","Resolved","exact_accepted","1.0","1052","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","helotiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_e3abf0d410a1f740","helotiales","helotiales","Resolved","exact_accepted","1.0","1052","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","capnodiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_57864153a4e409b9","capnodiales","capnodiales","Resolved","exact_accepted","1.0","1262","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","capnodiales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_57864153a4e409b9","capnodiales","capnodiales","Resolved","exact_accepted","1.0","1262","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","sordariales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","BRA","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_6a9eb730f104ee68","sordariales","sordariales","Resolved","exact_accepted","1.0","1061","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-013-0512-0","hoffmannseggella cinnabarina","sordariales","root","present","mycorrhiza","potentially endophytic fungi (endophytic)""; ""associated with roots; constructing clone libraries applied""; ""atlantic forest","forest","PRY","abstract-csv","doi_10.1007_s00572-013-0512-0","Abstract","doi:10.1007/s00572-013-0512-0","int_6a9eb730f104ee68","sordariales","sordariales","Resolved","exact_accepted","1.0","1061","hoffmannseggella cinnabarina","cattleya cinnabarina","Resolved","synonym_map","0.95","2812081","2014.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.funeco.2009.02.002","picea engel-mannii","wilcoxina sp.","root","present","mycorrhiza","""planted in a subalpine clearcut; naturally colonized over the course of 1 y. physiological differences were observed.""","alpine","","abstract-csv","doi_10.1016_j.funeco.2009.02.002","Abstract","doi:10.1016/j.funeco.2009.02.002","int_5bf6c3404a200507","wilcoxina sp.","wilcoxina","Resolved","exact_accepted","1.0","2593539","picea engel-mannii","","Unresolved","no_match","0.0","","2009.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.funeco.2009.02.002","picea engel-mannii","cenococcum sp.","root","present","mycorrhiza","""planted in a subalpine clearcut; naturally colonized over the course of 1 y. physiological differences were observed.""","alpine","","abstract-csv","doi_10.1016_j.funeco.2009.02.002","Abstract","doi:10.1016/j.funeco.2009.02.002","int_0aabe54422e56bcf","cenococcum sp.","cenococcum","Resolved","exact_accepted","1.0","2536294","picea engel-mannii","","Unresolved","no_match","0.0","","2009.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.funeco.2009.02.002","picea engel-mannii","amphinema byssoides","root","present","mycorrhiza","""planted in a subalpine clearcut; naturally colonized over the course of 1 y. physiological differences were observed.""","alpine","","abstract-csv","doi_10.1016_j.funeco.2009.02.002","Abstract","doi:10.1016/j.funeco.2009.02.002","int_2907eb4b61dae97b","amphinema byssoides","amphinema byssoides","Resolved","exact_accepted","1.0","5249374","picea engel-mannii","","Unresolved","no_match","0.0","","2009.0","guild"
"Relevant","full-text","full-text","8.0","10.17221/240/2020-pse","juglans regia l.","acaulospora scrobiculata","root","present","mycorrhiza","inoculated into micropropagated juglans regia clones","","CHN","full-text","doi_10.17221_240_2020-pse","Full-Text","doi:10.17221/240/2020-pse","int_2061a55a471a19ff","acaulospora scrobiculata","acaulospora scrobiculata","Resolved","exact_accepted","1.0","2560129","juglans regia l.","juglans regia","Resolved","exact_accepted","1.0","3054368","2020.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/s1146-609x(02)01165-7","cyperus iria l.","vesicular-arbuscular mycorrhizal fungi","root","present","mycorrhiza","plant- and root-trap culture techniques were used for confirmation.","grassland","","abstract-csv","doi_10.1016_s1146-609x(02)01165-7","Abstract","doi:10.1016/s1146-609x(02)01165-7","int_42d68a1f7e887d91","vesicular-arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","cyperus iria l.","cyperus iria","Resolved","exact_accepted","1.0","2715729","2002.0","guild"
"Relevant","abstract","abstract","0.0","10.5941/myco.2015.43.1.49","cucumis sativus (cucumber)","penicillium menonorum","root","present","pgpr","""isolated from rhizosphere soil in korea. demonstrated plant growth promotion through iaa and siderophore production; p solubilization.""","","KOR","abstract-csv","doi_10.5941_myco.2015.43.1.49","Abstract","doi:10.5941/myco.2015.43.1.49","int_0ee7fc7aaed1d10a","penicillium menonorum","penicillium menonorum","Resolved","exact_accepted","1.0","7379366","cucumis sativus (cucumber)","cucumis sativus","Resolved","exact_accepted","1.0","2874569","2015.0","guild"
"Relevant","abstract","abstract","0.0","10.5941/myco.2015.43.1.49","cucumis sativus (cucumber)","penicillium menonorum","rhizosphere","present","pgpr","""isolated from rhizosphere soil in korea. demonstrated plant growth promotion through iaa and siderophore production; p solubilization.""","","KOR","abstract-csv","doi_10.5941_myco.2015.43.1.49","Abstract","doi:10.5941/myco.2015.43.1.49","int_0ee7fc7aaed1d10a","penicillium menonorum","penicillium menonorum","Resolved","exact_accepted","1.0","7379366","cucumis sativus (cucumber)","cucumis sativus","Resolved","exact_accepted","1.0","2874569","2015.0","guild"
"Relevant","abstract","abstract","0.0","10.1094/pbiomes-08-20-0058-r","malus domestica (apple)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","mycorrhizal""; isolated from root endosphere","agriculture","","abstract-csv","doi_10.1094_pbiomes-08-20-0058-r","Abstract","doi:10.1094/pbiomes-08-20-0058-r","int_dff99b6f462802d9","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","malus domestica (apple)","malus domestica","Resolved","exact_accepted","1.0","3001244","2021.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","hebeloma longicaudum","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_3da5b835bbe6c292","hebeloma longicaudum","hebeloma crustuliniforme","Resolved","synonym_map","0.95","2533043","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","laccaria bicolor","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_13fc551a43b73f40","laccaria bicolor","laccaria bicolor","Resolved","exact_accepted","1.0","2530973","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","paxillus involutus","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_a6c9789d49adde5a","paxillus involutus","paxillus involutus","Resolved","exact_accepted","1.0","5240002","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","pisolithus tinctorius","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_2f39507272734212","pisolithus tinctorius","pisolithus tinctorius","Resolved","exact_accepted","1.0","7699168","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","rhizopogon vinicolor","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_196e7eb242079967","rhizopogon vinicolor","rhizopogon vinicolor","Resolved","exact_accepted","1.0","2524240","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","suillus tomentosus","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_1f5f4f79138dc737","suillus tomentosus","suillus tomentosus","Resolved","exact_accepted","1.0","5239919","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","pinus contorta doug. ex loud. var. latifolia englem.","amphinema byssoides","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_8ee6fbba26a645c4","amphinema byssoides","amphinema byssoides","Resolved","exact_accepted","1.0","5249374","pinus contorta doug. ex loud. var. latifolia englem.","pinus contorta","Resolved","exact_accepted","1.0","5285750","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","hebeloma longicaudum","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_4d50a8ccfacc6a96","hebeloma longicaudum","hebeloma crustuliniforme","Resolved","synonym_map","0.95","2533043","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","laccaria bicolor","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_1cc10f32d4d9153f","laccaria bicolor","laccaria bicolor","Resolved","exact_accepted","1.0","2530973","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","paxillus involutus","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_b94e003b86dbd307","paxillus involutus","paxillus involutus","Resolved","exact_accepted","1.0","5240002","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","pisolithus tinctorius","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_b3411b248ca26a1c","pisolithus tinctorius","pisolithus tinctorius","Resolved","exact_accepted","1.0","7699168","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","rhizopogon vinicolor","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_ab38d2ac2ea7fb65","rhizopogon vinicolor","rhizopogon vinicolor","Resolved","exact_accepted","1.0","2524240","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","suillus tomentosus","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_982093507500cdcd","suillus tomentosus","suillus tomentosus","Resolved","exact_accepted","1.0","5239919","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea glauca (moench) voss","amphinema byssoides","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_d4183d5d664baa8d","amphinema byssoides","amphinema byssoides","Resolved","exact_accepted","1.0","5249374","picea glauca (moench) voss","picea glauca","Resolved","exact_accepted","1.0","5284745","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","hebeloma longicaudum","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_6735b5608cf1df4b","hebeloma longicaudum","hebeloma crustuliniforme","Resolved","synonym_map","0.95","2533043","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
"Relevant","abstract","abstract","0.0","10.1139/x06-063","picea mariana (mill.) bsp","laccaria bicolor","root","present","mycorrhiza","""inoculated in nursery and recovered from roots after planting on clear-cut sites in alberta; canada.""","forest","CAN","abstract-csv","doi_10.1139_x06-063","Abstract","doi:10.1139/x06-063","int_1ca93003af2a1ec5","laccaria bicolor","laccaria bicolor","Resolved","exact_accepted","1.0","2530973","picea mariana (mill.) bsp","picea mariana","Resolved","exact_accepted","1.0","5284802","2006.0","guild"
